meldejahr;kreis_name;fallzahl_influenza
2011;LK Rhein-Pfalz-Kreis;106
2011;SK Speyer;21
2011;LK Südliche Weinstraße;48
2011;LK Südwestpfalz;53
2011;SK Worms;184
2011;SK Zweibrücken;10
2011;LK Bernkastel-Wittlich;241
2011;LK Bitburg-Prüm;138
2011;SK Trier;31
2011;LK Trier-Saarburg;115
2011;LK Vulkaneifel;65
2011;LK Merzig-Wadern;7
2011;LK Neunkirchen;21
2011;LK Saarlouis;20
2011;LK Saarpfalz-Kreis;40
2011;LK Sankt Wendel;14
2011;LK Stadtverband Saarbrücken;82
2011;SK Chemnitz;168
2011;LK Erzgebirgskreis;228
2011;LK Mittelsachsen;479
2011;LK Vogtlandkreis;108
2011;LK Zwickau;106
2011;LK Bautzen;281
2011;SK Dresden;407
2011;LK Görlitz;346
2011;LK Meißen;234
2011;LK Sächsische Schweiz-Osterzgebirge;126
2011;SK Leipzig;545
2011;LK Leipzig;317
2011;LK Nordsachsen;199
2011;LK Altmarkkreis Salzwedel;36
2011;LK Anhalt-Bitterfeld;273
2011;LK Börde;214
2011;LK Burgenlandkreis;193
2011;SK Dessau-Roßlau;106
2011;SK Halle;650
2011;LK Harz;218
2011;LK Jerichower Land;107
2011;SK Magdeburg;125
2011;LK Mansfeld-Südharz;324
2011;LK Saalekreis;363
2011;LK Salzlandkreis;106
2011;LK Stendal;83
2011;LK Wittenberg;116
2011;LK Dithmarschen;11
2011;SK Flensburg;39
2011;LK Herzogtum Lauenburg;60
2011;SK Kiel;114
2011;SK Lübeck;45
2011;SK Neumünster;14
2011;LK Nordfriesland;13
2011;LK Ostholstein;37
2011;LK Pinneberg;121
2011;LK Plön;52
2011;LK Rendsburg-Eckernförde;45
2011;LK Schleswig-Flensburg;88
2011;LK Segeberg;96
2011;LK Steinburg;71
2011;LK Stormarn;75
2011;LK Altenburger Land;60
2011;LK Eichsfeld;168
2011;SK Eisenach;7
2011;SK Erfurt;112
2011;SK Gera;23
2011;LK Gotha;40
2011;LK Greiz;36
2011;LK Hildburghausen;51
2011;LK Ilm-Kreis;81
2011;SK Jena;140
2011;LK Kyffhäuserkreis;139
2011;LK Nordhausen;129
2011;LK Saale-Holzland-Kreis;58
2011;LK Saale-Orla-Kreis;25
2011;LK Saalfeld-Rudolstadt;55
2011;LK Schmalkalden-Meiningen;106
2011;LK Sömmerda;51
2011;LK Sonneberg;41
2011;SK Suhl;52
2011;LK Unstrut-Hainich-Kreis;89
2011;LK Wartburgkreis;56
2011;SK Weimar;30
2011;LK Weimarer Land;80
2012;LK Breisgau-Hochschwarzwald;41
2012;LK Emmendingen;45
2012;SK Freiburg i.Breisgau;71
2012;LK Konstanz;39
2012;LK Lörrach;24
2012;LK Ortenaukreis;48
2012;LK Rottweil;NA
2012;LK Schwarzwald-Baar-Kreis;48
2012;LK Tuttlingen;45
2012;LK Waldshut;14
2012;SK Baden-Baden;10
2012;LK Calw;22
2012;LK Enzkreis;31
2012;LK Freudenstadt;9
2012;SK Heidelberg;5
2012;SK Karlsruhe;89
2012;LK Karlsruhe;39
2012;SK Mannheim;37
2012;LK Neckar-Odenwald-Kreis;17
2012;SK Pforzheim;54
2012;LK Rastatt;42
2012;LK Rhein-Neckar-Kreis;35
2012;LK Böblingen;39
2012;LK Esslingen;124
2012;LK Göppingen;39
2012;LK Heidenheim;16
2012;SK Heilbronn;6
2012;LK Heilbronn;26
2012;LK Hohenlohekreis;11
2012;LK Ludwigsburg;71
2012;LK Main-Tauber-Kreis;8
2012;LK Ostalbkreis;57
2012;LK Rems-Murr-Kreis;58
2012;LK Schwäbisch Hall;38
2012;SK Stuttgart;190
2012;LK Alb-Donau-Kreis;24
2012;LK Biberach;28
2012;LK Bodenseekreis;38
2012;LK Ravensburg;39
2012;LK Reutlingen;69
2012;LK Sigmaringen;8
2012;LK Tübingen;43
2012;SK Ulm;20
2012;LK Zollernalbkreis;19
2012;SK Ansbach;NA
2012;LK Ansbach;35
2012;SK Erlangen;43
2012;LK Erlangen-Höchstadt;55
2012;SK Fürth;109
2012;LK Fürth;10
2012;LK Neustadt a.d.Aisch-Bad Windsheim;29
2012;SK Nürnberg;114
2012;LK Nürnberger Land;38
2012;LK Roth;16
2012;SK Schwabach;8
2012;LK Weißenburg-Gunzenhausen;8
2012;LK Deggendorf;72
2012;LK Dingolfing-Landau;63
2012;LK Freyung-Grafenau;26
2012;LK Kelheim;34
2012;SK Landshut;33
2012;LK Landshut;64
2012;SK Passau;23
2012;LK Passau;74
2012;LK Regen;4
2012;LK Rottal-Inn;25
2012;SK Straubing;6
2012;LK Straubing-Bogen;40
2012;LK Altötting;33
2012;LK Bad Tölz-Wolfratshausen;24
2012;LK Berchtesgadener Land;33
2012;LK Dachau;121
2012;LK Ebersberg;55
2012;LK Eichstätt;27
2012;LK Erding;202
2012;LK Freising;38
2012;LK Fürstenfeldbruck;120
2012;LK Garmisch-Partenkirchen;5
2012;SK Ingolstadt;28
2012;LK Landsberg a.Lech;12
2012;LK Miesbach;68
2012;LK Mühldorf a.Inn;66
2012;SK München;718
2012;LK München;206
2012;LK Neuburg-Schrobenhausen;33
2012;LK Pfaffenhofen a.d.Ilm;88
2012;SK Rosenheim;12
2012;LK Rosenheim;100
2012;LK Starnberg;118
2012;LK Traunstein;56
2012;LK Weilheim-Schongau;114
2012;SK Bamberg;31
2012;LK Bamberg;62
2012;SK Bayreuth;12
2012;LK Bayreuth;25
2012;SK Coburg;1
2012;LK Coburg;6
2012;LK Forchheim;43
2012;SK Hof;15
2012;LK Hof;15
2012;LK Kronach;15
2012;LK Kulmbach;52
2012;LK Lichtenfels;7
2012;LK Wunsiedel i.Fichtelgebirge;8
2012;SK Amberg;33
2012;LK Amberg-Sulzbach;53
2012;LK Cham;202
2012;LK Neumarkt i.d.OPf.;30
2012;LK Neustadt a.d.Waldnaab;113
2012;SK Regensburg;60
2012;LK Regensburg;75
2012;LK Schwandorf;69
2012;LK Tirschenreuth;41
2012;SK Weiden i.d.OPf.;48
2012;LK Aichach-Friedberg;58
2012;SK Augsburg;82
2012;LK Augsburg;56
2012;LK Dillingen a.d.Donau;33
2012;LK Donau-Ries;18
2012;LK Günzburg;53
2012;SK Kaufbeuren;19
2012;SK Kempten;12
2012;LK Lindau;64
2012;SK Memmingen;1
2012;LK Neu-Ulm;38
2012;LK Oberallgäu;58
2012;LK Ostallgäu;16
2012;LK Unterallgäu;32
2012;SK Aschaffenburg;3
2012;LK Aschaffenburg;4
2012;LK Bad Kissingen;19
2012;LK Haßberge;5
2012;LK Kitzingen;22
2012;LK Main-Spessart;30
2012;LK Miltenberg;14
2012;LK Rhön-Grabfeld;22
2012;SK Schweinfurt;9
2012;LK Schweinfurt;27
2012;SK Würzburg;43
2012;LK Würzburg;42
2012;SK Berlin Charlottenburg-Wilmersdorf;25
2012;SK Berlin Friedrichshain-Kreuzberg;31
2012;SK Berlin Lichtenberg;10
2012;SK Berlin Marzahn-Hellersdorf;23
2012;SK Berlin Mitte;125
2012;SK Berlin Neukölln;9
2012;SK Berlin Pankow;30
2012;SK Berlin Reinickendorf;31
2012;SK Berlin Spandau;4
2012;SK Berlin Steglitz-Zehlendorf;73
2012;SK Berlin Tempelhof-Schöneberg;38
2012;SK Berlin Treptow-Köpenick;3
2012;LK Barnim;11
2012;SK Brandenburg a.d.Havel;2
2012;SK Cottbus;5
2012;LK Dahme-Spreewald;11
2012;LK Elbe-Elster;6
2012;SK Frankfurt (Oder);3
2012;LK Havelland;39
2012;LK Märkisch-Oderland;7
2012;LK Oberhavel;9
2012;LK Oberspreewald-Lausitz;8
2012;LK Oder-Spree;6
2012;LK Ostprignitz-Ruppin;1
2012;SK Potsdam;11
2012;LK Potsdam-Mittelmark;89
2012;LK Prignitz;6
2012;LK Spree-Neiße;16
2012;LK Teltow-Fläming;16
2012;LK Uckermark;36
2012;SK Bremen;27
2012;SK Bremerhaven;NA
2012;SK Hamburg;277
2012;LK Bergstraße;13
2012;SK Darmstadt;NA
2012;LK Darmstadt-Dieburg;6
2012;SK Frankfurt am Main;36
2012;LK Groß-Gerau;8
2012;LK Hochtaunuskreis;6
2012;LK Main-Kinzig-Kreis;68
2012;LK Main-Taunus-Kreis;9
2012;LK Odenwaldkreis;8
2012;SK Offenbach;2
2012;LK Offenbach;8
2012;LK Rheingau-Taunus-Kreis;5
2012;LK Wetteraukreis;14
2012;SK Wiesbaden;25
2012;LK Gießen;17
2012;LK Lahn-Dill-Kreis;18
2012;LK Limburg-Weilburg;11
2012;LK Marburg-Biedenkopf;4
2012;LK Vogelsbergkreis;1
2012;LK Fulda;4
2012;LK Hersfeld-Rotenburg;4
2012;SK Kassel;4
2012;LK Kassel;4
2012;LK Schwalm-Eder-Kreis;4
2012;LK Waldeck-Frankenberg;1
2012;LK Werra-Meißner-Kreis;NA
2012;LK Ludwigslust-Parchim;13
2012;LK Mecklenburgische Seenplatte;59
2012;LK Nordwestmecklenburg;8
2012;SK Rostock;24
2012;LK Rostock;7
2012;SK Schwerin;6
2012;LK Vorpommern-Greifswald;59
2012;LK Vorpommern-Rügen;10
2012;SK Braunschweig;7
2012;LK Gifhorn;17
2012;LK Goslar;NA
2012;LK Göttingen;2
2012;LK Helmstedt;42
2012;LK Northeim;9
2012;LK Peine;4
2012;SK Salzgitter;17
2012;LK Wolfenbüttel;32
2012;SK Wolfsburg;33
2012;LK Diepholz;9
2012;LK Hameln-Pyrmont;7
2012;Region Hannover;210
2012;LK Hildesheim;4
2012;LK Holzminden;2
2012;LK Nienburg (Weser);10
2012;LK Schaumburg;3
2012;LK Celle;NA
2012;LK Cuxhaven;NA
2012;LK Harburg;13
2012;LK Heidekreis;10
2012;LK Lüchow-Dannenberg;5
2012;LK Lüneburg;1
2012;LK Osterholz;NA
2012;LK Rotenburg (Wümme);NA
2012;LK Stade;1
2012;LK Uelzen;NA
2012;LK Verden;49
2012;LK Ammerland;3
2012;LK Aurich;6
2012;LK Cloppenburg;15
2012;SK Delmenhorst;NA
2012;SK Emden;9
2012;LK Emsland;2
2012;LK Friesland;6
2012;LK Grafschaft Bentheim;1
2012;LK Leer;1
2012;SK Oldenburg;8
2012;LK Oldenburg;7
2012;SK Osnabrück;17
2012;LK Osnabrück;6
2012;LK Vechta;8
2012;LK Wesermarsch;21
2012;SK Wilhelmshaven;5
2012;LK Wittmund;3
2012;SK Bochum;23
2012;SK Dortmund;10
2012;LK Ennepe-Ruhr-Kreis;1
2012;SK Hagen;NA
2012;SK Hamm;2
2012;SK Herne;1
2012;LK Hochsauerlandkreis;5
2012;LK Märkischer Kreis;8
2012;LK Olpe;NA
2012;LK Siegen-Wittgenstein;2
2012;LK Soest;29
2012;LK Unna;6
2012;SK Bielefeld;13
2012;LK Gütersloh;4
2012;LK Herford;6
2012;LK Höxter;NA
2012;LK Lippe;6
2012;LK Minden-Lübbecke;7
2012;LK Paderborn;13
2012;SK Duisburg;14
2012;SK Düsseldorf;42
2012;SK Essen;2
2012;LK Kleve;2
2012;SK Krefeld;12
2012;LK Mettmann;21
2012;SK Mönchengladbach;28
2012;SK Mülheim a.d.Ruhr;4
2012;SK Oberhausen;7
2012;SK Remscheid;2
2012;LK Rhein-Kreis Neuss;17
2012;SK Solingen;1
2012;LK Viersen;22
2012;LK Wesel;18
2012;SK Wuppertal;10
2012;StädteRegion Aachen;2
2012;SK Bonn;18
2012;LK Düren;9
2012;LK Euskirchen;1
2012;LK Heinsberg;5
2012;SK Köln;35
2012;SK Leverkusen;3
2012;LK Oberbergischer Kreis;5
2012;LK Rhein-Erft-Kreis;19
2012;LK Rheinisch-Bergischer Kreis;27
2012;LK Rhein-Sieg-Kreis;28
2012;LK Borken;4
2012;SK Bottrop;NA
2012;LK Coesfeld;10
2012;SK Gelsenkirchen;2
2012;SK Münster;15
2012;LK Recklinghausen;1
2012;LK Steinfurt;10
2012;LK Warendorf;17
2012;LK Ahrweiler;14
2012;LK Altenkirchen;1
2012;LK Bad Kreuznach;19
2012;LK Birkenfeld;27
2012;LK Cochem-Zell;5
2012;SK Koblenz;2
2012;LK Mayen-Koblenz;10
2012;LK Neuwied;3
2012;LK Rhein-Hunsrück-Kreis;4
2012;LK Rhein-Lahn-Kreis;7
2012;LK Westerwaldkreis;2
2012;LK Alzey-Worms;31
2012;LK Bad Dürkheim;10
2012;LK Donnersbergkreis;12
2012;SK Frankenthal;NA
2012;LK Germersheim;9
2012;SK Kaiserslautern;7
2012;LK Kaiserslautern;20
2012;LK Kusel;NA
2012;SK Landau i.d.Pfalz;7
2012;SK Ludwigshafen;NA
2012;SK Mainz;30
2012;LK Mainz-Bingen;16
2012;SK Neustadt a.d.Weinstraße;NA
2012;SK Pirmasens;3
2012;LK Rhein-Pfalz-Kreis;88
2012;SK Speyer;NA
2012;LK Südliche Weinstraße;9
2012;LK Südwestpfalz;46
2012;SK Worms;48
2012;SK Zweibrücken;4
2012;LK Bernkastel-Wittlich;74
2012;LK Bitburg-Prüm;7
2012;SK Trier;5
2012;LK Trier-Saarburg;23
2012;LK Vulkaneifel;2
2012;LK Merzig-Wadern;1
2012;LK Neunkirchen;2
2012;LK Saarlouis;2
2012;LK Saarpfalz-Kreis;6
2012;LK Sankt Wendel;19
2012;LK Stadtverband Saarbrücken;10
2012;SK Chemnitz;15
2012;LK Erzgebirgskreis;61
2012;LK Mittelsachsen;66
2012;LK Vogtlandkreis;30
2012;LK Zwickau;23
2012;LK Bautzen;38
2012;SK Dresden;73
2012;LK Görlitz;49
2012;LK Meißen;37
2012;LK Sächsische Schweiz-Osterzgebirge;38
2012;SK Leipzig;85
2012;LK Leipzig;59
2012;LK Nordsachsen;66
2012;LK Altmarkkreis Salzwedel;13
2012;LK Anhalt-Bitterfeld;31
2012;LK Börde;24
2012;LK Burgenlandkreis;109
2012;SK Dessau-Roßlau;32
2012;SK Halle;245
2012;LK Harz;50
2012;LK Jerichower Land;41
2012;SK Magdeburg;104
2012;LK Mansfeld-Südharz;20
2012;LK Saalekreis;97
2012;LK Salzlandkreis;62
2012;LK Stendal;24
2012;LK Wittenberg;7
2012;LK Dithmarschen;1
2012;SK Flensburg;8
2012;LK Herzogtum Lauenburg;4
2012;SK Kiel;16
2012;SK Lübeck;3
2012;SK Neumünster;NA
2012;LK Nordfriesland;2
2012;LK Ostholstein;3
2012;LK Pinneberg;3
2012;LK Plön;6
2012;LK Rendsburg-Eckernförde;3
2012;LK Schleswig-Flensburg;17
2012;LK Segeberg;2
2012;LK Steinburg;14
2012;LK Stormarn;2
2012;LK Altenburger Land;3
2012;LK Eichsfeld;12
2012;SK Eisenach;1
2012;SK Erfurt;44
2012;SK Gera;14
2012;LK Gotha;6
2012;LK Greiz;7
2012;LK Hildburghausen;6
2012;LK Ilm-Kreis;53
2012;SK Jena;28
2012;LK Kyffhäuserkreis;31
2012;LK Nordhausen;5
2012;LK Saale-Holzland-Kreis;49
2012;LK Saale-Orla-Kreis;15
2012;LK Saalfeld-Rudolstadt;43
2012;LK Schmalkalden-Meiningen;39
2012;LK Sömmerda;32
2012;LK Sonneberg;29
2012;SK Suhl;21
2012;LK Unstrut-Hainich-Kreis;43
2012;LK Wartburgkreis;19
2012;SK Weimar;12
2012;LK Weimarer Land;5
2013;LK Breisgau-Hochschwarzwald;296
2013;LK Emmendingen;279
2013;SK Freiburg i.Breisgau;390
2013;LK Konstanz;145
2013;LK Lörrach;115
2013;LK Ortenaukreis;238
2013;LK Rottweil;29
2013;LK Schwarzwald-Baar-Kreis;118
2013;LK Tuttlingen;48
2013;LK Waldshut;84
2013;SK Baden-Baden;54
2013;LK Calw;84
2013;LK Enzkreis;82
2013;LK Freudenstadt;75
2013;SK Heidelberg;75
2013;SK Karlsruhe;341
2013;LK Karlsruhe;302
2013;SK Mannheim;96
2013;LK Neckar-Odenwald-Kreis;131
2013;SK Pforzheim;26
2013;LK Rastatt;399
2013;LK Rhein-Neckar-Kreis;323
2013;LK Böblingen;266
2013;LK Esslingen;395
2013;LK Göppingen;198
2013;LK Heidenheim;85
2013;SK Heilbronn;32
2013;LK Heilbronn;121
2013;LK Hohenlohekreis;68
2013;LK Ludwigsburg;316
2013;LK Main-Tauber-Kreis;35
2013;LK Ostalbkreis;183
2013;LK Rems-Murr-Kreis;212
2013;LK Schwäbisch Hall;198
2013;SK Stuttgart;504
2013;LK Alb-Donau-Kreis;91
2013;LK Biberach;58
2013;LK Bodenseekreis;129
2013;LK Ravensburg;137
2013;LK Reutlingen;177
2013;LK Sigmaringen;24
2013;LK Tübingen;227
2013;SK Ulm;47
2013;LK Zollernalbkreis;143
2013;SK Ansbach;27
2013;LK Ansbach;87
2013;SK Erlangen;210
2013;LK Erlangen-Höchstadt;130
2013;SK Fürth;52
2013;LK Fürth;53
2013;LK Neustadt a.d.Aisch-Bad Windsheim;53
2013;SK Nürnberg;185
2013;LK Nürnberger Land;55
2013;LK Roth;22
2013;SK Schwabach;8
2013;LK Weißenburg-Gunzenhausen;22
2013;LK Deggendorf;144
2013;LK Dingolfing-Landau;157
2013;LK Freyung-Grafenau;96
2013;LK Kelheim;172
2013;SK Landshut;43
2013;LK Landshut;131
2013;SK Passau;247
2013;LK Passau;640
2013;LK Regen;134
2013;LK Rottal-Inn;78
2013;SK Straubing;45
2013;LK Straubing-Bogen;137
2013;LK Altötting;58
2013;LK Bad Tölz-Wolfratshausen;99
2013;LK Berchtesgadener Land;62
2013;LK Dachau;97
2013;LK Ebersberg;92
2013;LK Eichstätt;38
2013;LK Erding;85
2013;LK Freising;113
2013;LK Fürstenfeldbruck;300
2013;LK Garmisch-Partenkirchen;69
2013;SK Ingolstadt;87
2013;LK Landsberg a.Lech;39
2013;LK Miesbach;153
2013;LK Mühldorf a.Inn;116
2013;SK München;2423
2013;LK München;677
2013;LK Neuburg-Schrobenhausen;179
2013;LK Pfaffenhofen a.d.Ilm;86
2013;SK Rosenheim;11
2013;LK Rosenheim;296
2013;LK Starnberg;246
2013;LK Traunstein;145
2013;LK Weilheim-Schongau;149
2013;SK Bamberg;239
2013;LK Bamberg;271
2013;SK Bayreuth;62
2013;LK Bayreuth;95
2013;SK Coburg;8
2013;LK Coburg;22
2013;LK Forchheim;123
2013;SK Hof;46
2013;LK Hof;119
2013;LK Kronach;12
2013;LK Kulmbach;108
2013;LK Lichtenfels;14
2013;LK Wunsiedel i.Fichtelgebirge;34
2013;SK Amberg;37
2013;LK Amberg-Sulzbach;141
2013;LK Cham;492
2013;LK Neumarkt i.d.OPf.;84
2013;LK Neustadt a.d.Waldnaab;309
2013;SK Regensburg;155
2013;LK Regensburg;225
2013;LK Schwandorf;493
2013;LK Tirschenreuth;161
2013;SK Weiden i.d.OPf.;131
2013;LK Aichach-Friedberg;52
2013;SK Augsburg;78
2013;LK Augsburg;91
2013;LK Dillingen a.d.Donau;42
2013;LK Donau-Ries;39
2013;LK Günzburg;35
2013;SK Kaufbeuren;17
2013;SK Kempten;38
2013;LK Lindau;49
2013;SK Memmingen;3
2013;LK Neu-Ulm;70
2013;LK Oberallgäu;184
2013;LK Ostallgäu;70
2013;LK Unterallgäu;30
2013;SK Aschaffenburg;27
2013;LK Aschaffenburg;59
2013;LK Bad Kissingen;62
2013;LK Haßberge;42
2013;LK Kitzingen;78
2013;LK Main-Spessart;64
2013;LK Miltenberg;61
2013;LK Rhön-Grabfeld;41
2013;SK Schweinfurt;28
2013;LK Schweinfurt;51
2013;SK Würzburg;105
2013;LK Würzburg;112
2013;SK Berlin Charlottenburg-Wilmersdorf;418
2013;SK Berlin Friedrichshain-Kreuzberg;165
2013;SK Berlin Lichtenberg;93
2013;SK Berlin Marzahn-Hellersdorf;326
2013;SK Berlin Mitte;298
2013;SK Berlin Neukölln;253
2013;SK Berlin Pankow;414
2013;SK Berlin Reinickendorf;148
2013;SK Berlin Spandau;118
2013;SK Berlin Steglitz-Zehlendorf;446
2013;SK Berlin Tempelhof-Schöneberg;528
2013;SK Berlin Treptow-Köpenick;147
2013;LK Barnim;180
2013;SK Brandenburg a.d.Havel;51
2013;SK Cottbus;192
2013;LK Dahme-Spreewald;251
2013;LK Elbe-Elster;145
2013;SK Frankfurt (Oder);182
2013;LK Havelland;100
2013;LK Märkisch-Oderland;212
2013;LK Oberhavel;352
2013;LK Oberspreewald-Lausitz;32
2013;LK Oder-Spree;366
2013;LK Ostprignitz-Ruppin;5
2013;SK Potsdam;265
2013;LK Potsdam-Mittelmark;652
2013;LK Prignitz;95
2013;LK Spree-Neiße;229
2013;LK Teltow-Fläming;222
2013;LK Uckermark;92
2013;SK Bremen;105
2013;SK Bremerhaven;44
2013;SK Hamburg;2689
2013;LK Bergstraße;107
2013;SK Darmstadt;3
2013;LK Darmstadt-Dieburg;90
2013;SK Frankfurt am Main;309
2013;LK Groß-Gerau;56
2013;LK Hochtaunuskreis;114
2013;LK Main-Kinzig-Kreis;458
2013;LK Main-Taunus-Kreis;74
2013;LK Odenwaldkreis;35
2013;SK Offenbach;39
2013;LK Offenbach;214
2013;LK Rheingau-Taunus-Kreis;68
2013;LK Wetteraukreis;144
2013;SK Wiesbaden;177
2013;LK Gießen;121
2013;LK Lahn-Dill-Kreis;83
2013;LK Limburg-Weilburg;121
2013;LK Marburg-Biedenkopf;64
2013;LK Vogelsbergkreis;75
2013;LK Fulda;219
2013;LK Hersfeld-Rotenburg;51
2013;SK Kassel;30
2013;LK Kassel;23
2013;LK Schwalm-Eder-Kreis;31
2013;LK Waldeck-Frankenberg;5
2013;LK Werra-Meißner-Kreis;24
2013;LK Ludwigslust-Parchim;308
2013;LK Mecklenburgische Seenplatte;151
2013;LK Nordwestmecklenburg;224
2013;SK Rostock;989
2013;LK Rostock;502
2013;SK Schwerin;53
2013;LK Vorpommern-Greifswald;1111
2013;LK Vorpommern-Rügen;647
2013;SK Braunschweig;31
2013;LK Gifhorn;90
2013;LK Goslar;42
2013;LK Göttingen;241
2013;LK Helmstedt;113
2013;LK Northeim;80
2013;LK Peine;36
2013;SK Salzgitter;35
2013;LK Wolfenbüttel;140
2013;SK Wolfsburg;96
2013;LK Diepholz;73
2013;LK Hameln-Pyrmont;155
2013;Region Hannover;1233
2013;LK Hildesheim;195
2013;LK Holzminden;102
2013;LK Nienburg (Weser);89
2013;LK Schaumburg;83
2013;LK Celle;36
2013;LK Cuxhaven;55
2013;LK Harburg;272
2013;LK Heidekreis;28
2013;LK Lüchow-Dannenberg;76
2013;LK Lüneburg;112
2013;LK Osterholz;4
2013;LK Rotenburg (Wümme);17
2013;LK Stade;23
2013;LK Uelzen;23
2013;LK Verden;14
2013;LK Ammerland;60
2013;LK Aurich;53
2013;LK Cloppenburg;99
2013;SK Delmenhorst;4
2013;SK Emden;62
2013;LK Emsland;99
2013;LK Friesland;25
2013;LK Grafschaft Bentheim;24
2013;LK Leer;37
2013;SK Oldenburg;73
2013;LK Oldenburg;102
2013;SK Osnabrück;164
2013;LK Osnabrück;350
2013;LK Vechta;85
2013;LK Wesermarsch;115
2013;SK Wilhelmshaven;31
2013;LK Wittmund;8
2013;SK Bochum;146
2013;SK Dortmund;50
2013;LK Ennepe-Ruhr-Kreis;88
2013;SK Hagen;37
2013;SK Hamm;19
2013;SK Herne;17
2013;LK Hochsauerlandkreis;74
2013;LK Märkischer Kreis;94
2013;LK Olpe;24
2013;LK Siegen-Wittgenstein;18
2013;LK Soest;54
2013;LK Unna;101
2013;SK Bielefeld;190
2013;LK Gütersloh;262
2013;LK Herford;131
2013;LK Höxter;34
2013;LK Lippe;254
2013;LK Minden-Lübbecke;181
2013;LK Paderborn;153
2013;SK Duisburg;180
2013;SK Düsseldorf;238
2013;SK Essen;100
2013;LK Kleve;206
2013;SK Krefeld;189
2013;LK Mettmann;148
2013;SK Mönchengladbach;96
2013;SK Mülheim a.d.Ruhr;67
2013;SK Oberhausen;34
2013;SK Remscheid;4
2013;LK Rhein-Kreis Neuss;239
2013;SK Solingen;23
2013;LK Viersen;148
2013;LK Wesel;249
2013;SK Wuppertal;84
2013;StädteRegion Aachen;60
2013;SK Bonn;230
2013;LK Düren;38
2013;LK Euskirchen;27
2013;LK Heinsberg;35
2013;SK Köln;436
2013;SK Leverkusen;35
2013;LK Oberbergischer Kreis;59
2013;LK Rhein-Erft-Kreis;134
2013;LK Rheinisch-Bergischer Kreis;221
2013;LK Rhein-Sieg-Kreis;262
2013;LK Borken;60
2013;SK Bottrop;9
2013;LK Coesfeld;163
2013;SK Gelsenkirchen;15
2013;SK Münster;281
2013;LK Recklinghausen;88
2013;LK Steinfurt;304
2013;LK Warendorf;198
2013;LK Ahrweiler;104
2013;LK Altenkirchen;9
2013;LK Bad Kreuznach;179
2013;LK Birkenfeld;60
2013;LK Cochem-Zell;22
2013;SK Koblenz;43
2013;LK Mayen-Koblenz;42
2013;LK Neuwied;85
2013;LK Rhein-Hunsrück-Kreis;41
2013;LK Rhein-Lahn-Kreis;67
2013;LK Westerwaldkreis;77
2013;LK Alzey-Worms;175
2013;LK Bad Dürkheim;164
2013;LK Donnersbergkreis;55
2013;SK Frankenthal;79
2013;LK Germersheim;83
2013;SK Kaiserslautern;68
2013;LK Kaiserslautern;168
2013;LK Kusel;70
2013;SK Landau i.d.Pfalz;16
2013;SK Ludwigshafen;230
2013;SK Mainz;75
2013;LK Mainz-Bingen;297
2013;SK Neustadt a.d.Weinstraße;19
2013;SK Pirmasens;32
2013;LK Rhein-Pfalz-Kreis;155
2013;SK Speyer;11
2013;LK Südliche Weinstraße;155
2013;LK Südwestpfalz;201
2013;SK Worms;203
2013;SK Zweibrücken;40
2013;LK Bernkastel-Wittlich;403
2013;LK Bitburg-Prüm;117
2013;SK Trier;108
2013;LK Trier-Saarburg;146
2013;LK Vulkaneifel;93
2013;LK Merzig-Wadern;55
2013;LK Neunkirchen;30
2013;LK Saarlouis;29
2013;LK Saarpfalz-Kreis;100
2013;LK Sankt Wendel;101
2013;LK Stadtverband Saarbrücken;127
2013;SK Chemnitz;329
2013;LK Erzgebirgskreis;1161
2013;LK Mittelsachsen;916
2013;LK Vogtlandkreis;280
2013;LK Zwickau;333
2013;LK Bautzen;713
2013;SK Dresden;805
2013;LK Görlitz;511
2013;LK Meißen;554
2013;LK Sächsische Schweiz-Osterzgebirge;380
2013;SK Leipzig;2155
2013;LK Leipzig;1100
2013;LK Nordsachsen;754
2013;LK Altmarkkreis Salzwedel;107
2013;LK Anhalt-Bitterfeld;781
2013;LK Börde;263
2013;LK Burgenlandkreis;403
2013;SK Dessau-Roßlau;295
2013;SK Halle;1754
2013;LK Harz;272
2013;LK Jerichower Land;217
2013;SK Magdeburg;462
2013;LK Mansfeld-Südharz;443
2013;LK Saalekreis;1178
2013;LK Salzlandkreis;271
2013;LK Stendal;129
2013;LK Wittenberg;289
2013;LK Dithmarschen;13
2013;SK Flensburg;46
2013;LK Herzogtum Lauenburg;82
2013;SK Kiel;166
2013;SK Lübeck;138
2013;SK Neumünster;2
2013;LK Nordfriesland;47
2013;LK Ostholstein;88
2013;LK Pinneberg;469
2013;LK Plön;16
2013;LK Rendsburg-Eckernförde;63
2013;LK Schleswig-Flensburg;111
2013;LK Segeberg;222
2013;LK Steinburg;84
2013;LK Stormarn;123
2013;LK Altenburger Land;94
2013;LK Eichsfeld;203
2013;SK Eisenach;19
2013;SK Erfurt;496
2013;SK Gera;66
2013;LK Gotha;191
2013;LK Greiz;96
2013;LK Hildburghausen;55
2013;LK Ilm-Kreis;176
2013;SK Jena;173
2013;LK Kyffhäuserkreis;268
2013;LK Nordhausen;111
2013;LK Saale-Holzland-Kreis;92
2013;LK Saale-Orla-Kreis;59
2013;LK Saalfeld-Rudolstadt;104
2013;LK Schmalkalden-Meiningen;262
2013;LK Sömmerda;91
2013;LK Sonneberg;44
2013;SK Suhl;30
2013;LK Unstrut-Hainich-Kreis;285
