meldejahr;kreis_name;fallzahl_influenza
2001;LK Breisgau-Hochschwarzwald;4
2001;LK Emmendingen;4
2001;SK Freiburg i.Breisgau;11
2001;LK Konstanz;NA
2001;LK Lörrach;NA
2001;LK Ortenaukreis;14
2001;LK Rottweil;NA
2001;LK Schwarzwald-Baar-Kreis;1
2001;LK Tuttlingen;11
2001;LK Waldshut;NA
2001;SK Baden-Baden;NA
2001;LK Calw;NA
2001;LK Enzkreis;NA
2001;LK Freudenstadt;NA
2001;SK Heidelberg;NA
2001;SK Karlsruhe;20
2001;LK Karlsruhe;10
2001;SK Mannheim;2
2001;LK Neckar-Odenwald-Kreis;9
2001;SK Pforzheim;NA
2001;LK Rastatt;5
2001;LK Rhein-Neckar-Kreis;NA
2001;LK Böblingen;2
2001;LK Esslingen;9
2001;LK Göppingen;7
2001;LK Heidenheim;7
2001;SK Heilbronn;NA
2001;LK Heilbronn;6
2001;LK Hohenlohekreis;10
2001;LK Ludwigsburg;15
2001;LK Main-Tauber-Kreis;10
2001;LK Ostalbkreis;3
2001;LK Rems-Murr-Kreis;26
2001;LK Schwäbisch Hall;28
2001;SK Stuttgart;34
2001;LK Alb-Donau-Kreis;20
2001;LK Biberach;12
2001;LK Bodenseekreis;1
2001;LK Ravensburg;4
2001;LK Reutlingen;27
2001;LK Sigmaringen;11
2001;LK Tübingen;NA
2001;SK Ulm;18
2001;LK Zollernalbkreis;1
2001;SK Ansbach;NA
2001;LK Ansbach;1
2001;SK Erlangen;7
2001;LK Erlangen-Höchstadt;3
2001;SK Fürth;1
2001;LK Fürth;NA
2001;LK Neustadt a.d.Aisch-Bad Windsheim;NA
2001;SK Nürnberg;21
2001;LK Nürnberger Land;NA
2001;LK Roth;NA
2001;SK Schwabach;NA
2001;LK Weißenburg-Gunzenhausen;NA
2001;LK Deggendorf;3
2001;LK Dingolfing-Landau;1
2001;LK Freyung-Grafenau;NA
2001;LK Kelheim;NA
2001;SK Landshut;NA
2001;LK Landshut;NA
2001;SK Passau;NA
2001;LK Passau;4
2001;LK Regen;2
2001;LK Rottal-Inn;NA
2001;SK Straubing;1
2001;LK Straubing-Bogen;2
2001;LK Altötting;13
2001;LK Bad Tölz-Wolfratshausen;1
2001;LK Berchtesgadener Land;NA
2001;LK Dachau;6
2001;LK Ebersberg;22
2001;LK Eichstätt;1
2001;LK Erding;1
2001;LK Freising;1
2001;LK Fürstenfeldbruck;8
2001;LK Garmisch-Partenkirchen;NA
2001;SK Ingolstadt;3
2001;LK Landsberg a.Lech;NA
2001;LK Miesbach;13
2001;LK Mühldorf a.Inn;3
2001;SK München;48
2001;LK München;11
2001;LK Neuburg-Schrobenhausen;7
2001;LK Pfaffenhofen a.d.Ilm;6
2001;SK Rosenheim;1
2001;LK Rosenheim;8
2001;LK Starnberg;1
2001;LK Traunstein;NA
2001;LK Weilheim-Schongau;1
2001;SK Bamberg;NA
2001;LK Bamberg;NA
2001;SK Bayreuth;NA
2001;LK Bayreuth;NA
2001;SK Coburg;NA
2001;LK Coburg;5
2001;LK Forchheim;3
2001;SK Hof;NA
2001;LK Hof;NA
2001;LK Kronach;2
2001;LK Kulmbach;NA
2001;LK Lichtenfels;NA
2001;LK Wunsiedel i.Fichtelgebirge;NA
2001;SK Amberg;2
2001;LK Amberg-Sulzbach;1
2001;LK Cham;5
2001;LK Neumarkt i.d.OPf.;NA
2001;LK Neustadt a.d.Waldnaab;33
2001;SK Regensburg;NA
2001;LK Regensburg;NA
2001;LK Schwandorf;9
2001;LK Tirschenreuth;3
2001;SK Weiden i.d.OPf.;3
2001;LK Aichach-Friedberg;2
2001;SK Augsburg;NA
2001;LK Augsburg;3
2001;LK Dillingen a.d.Donau;10
2001;LK Donau-Ries;14
2001;LK Günzburg;NA
2001;SK Kaufbeuren;NA
2001;SK Kempten;NA
2001;LK Lindau;1
2001;SK Memmingen;NA
2001;LK Neu-Ulm;NA
2001;LK Oberallgäu;10
2001;LK Ostallgäu;1
2001;LK Unterallgäu;2
2001;SK Aschaffenburg;NA
2001;LK Aschaffenburg;NA
2001;LK Bad Kissingen;NA
2001;LK Haßberge;1
2001;LK Kitzingen;1
2001;LK Main-Spessart;NA
2001;LK Miltenberg;3
2001;LK Rhön-Grabfeld;3
2001;SK Schweinfurt;14
2001;LK Schweinfurt;2
2001;SK Würzburg;NA
2001;LK Würzburg;1
2001;SK Berlin Charlottenburg-Wilmersdorf;9
2001;SK Berlin Friedrichshain-Kreuzberg;20
2001;SK Berlin Lichtenberg;11
2001;SK Berlin Marzahn-Hellersdorf;1
2001;SK Berlin Mitte;14
2001;SK Berlin Neukölln;10
2001;SK Berlin Pankow;17
2001;SK Berlin Reinickendorf;30
2001;SK Berlin Spandau;31
2001;SK Berlin Steglitz-Zehlendorf;10
2001;SK Berlin Tempelhof-Schöneberg;4
2001;SK Berlin Treptow-Köpenick;5
2001;LK Barnim;NA
2001;SK Brandenburg a.d.Havel;30
2001;SK Cottbus;11
2001;LK Dahme-Spreewald;17
2001;LK Elbe-Elster;6
2001;SK Frankfurt (Oder);5
2001;LK Havelland;4
2001;LK Märkisch-Oderland;NA
2001;LK Oberhavel;10
2001;LK Oberspreewald-Lausitz;1
2001;LK Oder-Spree;9
2001;LK Ostprignitz-Ruppin;NA
2001;SK Potsdam;16
2001;LK Potsdam-Mittelmark;2
2001;LK Prignitz;13
2001;LK Spree-Neiße;3
2001;LK Teltow-Fläming;8
2001;LK Uckermark;15
2001;SK Bremen;NA
2001;SK Bremerhaven;NA
2001;SK Hamburg;11
2001;LK Bergstraße;1
2001;SK Darmstadt;NA
2001;LK Darmstadt-Dieburg;10
2001;SK Frankfurt am Main;32
2001;LK Groß-Gerau;5
2001;LK Hochtaunuskreis;1
2001;LK Main-Kinzig-Kreis;1
2001;LK Main-Taunus-Kreis;4
2001;LK Odenwaldkreis;NA
2001;SK Offenbach;NA
2001;LK Offenbach;6
2001;LK Rheingau-Taunus-Kreis;NA
2001;LK Wetteraukreis;1
2001;SK Wiesbaden;4
2001;LK Gießen;1
2001;LK Lahn-Dill-Kreis;NA
2001;LK Limburg-Weilburg;NA
2001;LK Marburg-Biedenkopf;1
2001;LK Vogelsbergkreis;NA
2001;LK Fulda;NA
2001;LK Hersfeld-Rotenburg;NA
2001;SK Kassel;NA
2001;LK Kassel;NA
2001;LK Schwalm-Eder-Kreis;NA
2001;LK Waldeck-Frankenberg;1
2001;LK Werra-Meißner-Kreis;NA
2001;LK Ludwigslust-Parchim;4
2001;LK Mecklenburgische Seenplatte;8
2001;LK Nordwestmecklenburg;2
2001;SK Rostock;5
2001;LK Rostock;14
2001;SK Schwerin;NA
2001;LK Vorpommern-Greifswald;NA
2001;LK Vorpommern-Rügen;37
2001;SK Braunschweig;NA
2001;LK Gifhorn;NA
2001;LK Goslar;5
2001;LK Göttingen;11
2001;LK Helmstedt;NA
2001;LK Northeim;NA
2001;LK Peine;20
2001;SK Salzgitter;NA
2001;LK Wolfenbüttel;NA
2001;SK Wolfsburg;1
2001;LK Diepholz;NA
2001;LK Hameln-Pyrmont;1
2001;Region Hannover;69
2001;LK Hildesheim;6
2001;LK Holzminden;NA
2001;LK Nienburg (Weser);6
2001;LK Schaumburg;9
2001;LK Celle;NA
2001;LK Cuxhaven;NA
2001;LK Harburg;NA
2001;LK Heidekreis;NA
2001;LK Lüchow-Dannenberg;NA
2001;LK Lüneburg;NA
2001;LK Osterholz;NA
2001;LK Rotenburg (Wümme);NA
2001;LK Stade;19
2001;LK Uelzen;NA
2001;LK Verden;NA
2001;LK Ammerland;NA
2001;LK Aurich;NA
2001;LK Cloppenburg;NA
2001;SK Delmenhorst;NA
2001;SK Emden;NA
2001;LK Emsland;NA
2001;LK Friesland;NA
2001;LK Grafschaft Bentheim;NA
2001;LK Leer;NA
2001;SK Oldenburg;NA
2001;LK Oldenburg;NA
2001;SK Osnabrück;3
2001;LK Osnabrück;NA
2001;LK Vechta;NA
2001;LK Wesermarsch;NA
2001;SK Wilhelmshaven;NA
2001;LK Wittmund;NA
2001;SK Bochum;NA
2001;SK Dortmund;1
2001;LK Ennepe-Ruhr-Kreis;NA
2001;SK Hagen;NA
2001;SK Hamm;NA
2001;SK Herne;4
2001;LK Hochsauerlandkreis;5
2001;LK Märkischer Kreis;NA
2001;LK Olpe;NA
2001;LK Siegen-Wittgenstein;34
2001;LK Soest;NA
2001;LK Unna;NA
2001;SK Bielefeld;NA
2001;LK Gütersloh;9
2001;LK Herford;NA
2001;LK Höxter;1
2001;LK Lippe;NA
2001;LK Minden-Lübbecke;2
2001;LK Paderborn;7
2001;SK Duisburg;NA
2001;SK Düsseldorf;NA
2001;SK Essen;NA
2001;LK Kleve;NA
2001;SK Krefeld;5
2001;LK Mettmann;NA
2001;SK Mönchengladbach;3
2001;SK Mülheim a.d.Ruhr;NA
2001;SK Oberhausen;NA
2001;SK Remscheid;4
2001;LK Rhein-Kreis Neuss;2
2001;SK Solingen;NA
2001;LK Viersen;1
2001;LK Wesel;1
2001;SK Wuppertal;4
2001;StädteRegion Aachen;NA
2001;SK Bonn;2
2001;LK Düren;NA
2001;LK Euskirchen;NA
2001;LK Heinsberg;NA
2001;SK Köln;4
2001;SK Leverkusen;NA
2001;LK Oberbergischer Kreis;2
2001;LK Rhein-Erft-Kreis;16
2001;LK Rheinisch-Bergischer Kreis;NA
2001;LK Rhein-Sieg-Kreis;3
2001;LK Borken;NA
2001;SK Bottrop;NA
2001;LK Coesfeld;NA
2001;SK Gelsenkirchen;NA
2001;SK Münster;NA
2001;LK Recklinghausen;NA
2001;LK Steinfurt;1
2001;LK Warendorf;NA
2001;LK Ahrweiler;2
2001;LK Altenkirchen;31
2001;LK Bad Kreuznach;13
2001;LK Birkenfeld;NA
2001;LK Cochem-Zell;NA
2001;SK Koblenz;NA
2001;LK Mayen-Koblenz;NA
2001;LK Neuwied;11
2001;LK Rhein-Hunsrück-Kreis;1
2001;LK Rhein-Lahn-Kreis;NA
2001;LK Westerwaldkreis;7
2001;LK Alzey-Worms;15
2001;LK Bad Dürkheim;2
2001;LK Donnersbergkreis;1
2001;SK Frankenthal;6
2001;LK Germersheim;NA
2001;SK Kaiserslautern;NA
2001;LK Kaiserslautern;NA
2001;LK Kusel;NA
2001;SK Landau i.d.Pfalz;NA
2001;SK Ludwigshafen;9
2001;SK Mainz;24
2001;LK Mainz-Bingen;7
2001;SK Neustadt a.d.Weinstraße;NA
2001;SK Pirmasens;NA
2001;LK Rhein-Pfalz-Kreis;3
2001;SK Speyer;NA
2001;LK Südliche Weinstraße;NA
2001;LK Südwestpfalz;NA
2001;SK Worms;42
2001;SK Zweibrücken;NA
2001;LK Bernkastel-Wittlich;NA
2001;LK Bitburg-Prüm;NA
2001;SK Trier;NA
2001;LK Trier-Saarburg;1
2001;LK Vulkaneifel;NA
2001;LK Merzig-Wadern;1
2001;LK Neunkirchen;1
2001;LK Saarlouis;9
2001;LK Saarpfalz-Kreis;NA
2001;LK Sankt Wendel;NA
2001;LK Stadtverband Saarbrücken;7
2001;SK Chemnitz;142
2001;LK Erzgebirgskreis;132
2001;LK Mittelsachsen;35
2001;LK Vogtlandkreis;5
2001;LK Zwickau;14
2001;LK Bautzen;30
2001;SK Dresden;60
2001;LK Görlitz;26
2001;LK Meißen;10
2001;LK Sächsische Schweiz-Osterzgebirge;39
2001;SK Leipzig;18
2001;LK Leipzig;12
2001;LK Nordsachsen;14
2001;LK Altmarkkreis Salzwedel;NA
2001;LK Anhalt-Bitterfeld;1
2001;LK Börde;30
2001;LK Burgenlandkreis;44
2001;SK Dessau-Roßlau;NA
2001;SK Halle;NA
2001;LK Harz;60
2001;LK Jerichower Land;43
2001;SK Magdeburg;53
2001;LK Mansfeld-Südharz;14
2001;LK Saalekreis;35
2001;LK Salzlandkreis;1
2001;LK Stendal;1
2001;LK Wittenberg;1
2001;LK Dithmarschen;12
2001;SK Flensburg;7
2001;LK Herzogtum Lauenburg;3
2001;SK Kiel;NA
2001;SK Lübeck;NA
2001;SK Neumünster;1
2001;LK Nordfriesland;NA
2001;LK Ostholstein;23
2001;LK Pinneberg;NA
2001;LK Plön;2
2001;LK Rendsburg-Eckernförde;7
2001;LK Schleswig-Flensburg;11
2001;LK Segeberg;3
2001;LK Steinburg;NA
2001;LK Stormarn;3
2001;LK Altenburger Land;NA
2001;LK Eichsfeld;1
2001;SK Eisenach;2
2001;SK Erfurt;30
2001;SK Gera;16
2001;LK Gotha;2
2001;LK Greiz;4
2001;LK Hildburghausen;7
2001;LK Ilm-Kreis;NA
2001;SK Jena;NA
2001;LK Kyffhäuserkreis;4
2001;LK Nordhausen;1
2001;LK Saale-Holzland-Kreis;NA
2001;LK Saale-Orla-Kreis;12
2001;LK Saalfeld-Rudolstadt;NA
2001;LK Schmalkalden-Meiningen;7
2001;LK Sömmerda;15
2001;LK Sonneberg;NA
2001;SK Suhl;11
2001;LK Unstrut-Hainich-Kreis;19
2001;LK Wartburgkreis;22
2001;SK Weimar;14
2001;LK Weimarer Land;4
2002;LK Breisgau-Hochschwarzwald;2
2002;LK Emmendingen;1
2002;SK Freiburg i.Breisgau;4
2002;LK Konstanz;3
2002;LK Lörrach;4
2002;LK Ortenaukreis;36
2002;LK Rottweil;3
2002;LK Schwarzwald-Baar-Kreis;2
2002;LK Tuttlingen;1
2002;LK Waldshut;2
2002;SK Baden-Baden;1
2002;LK Calw;NA
2002;LK Enzkreis;NA
2002;LK Freudenstadt;NA
2002;SK Heidelberg;1
2002;SK Karlsruhe;9
2002;LK Karlsruhe;9
2002;SK Mannheim;2
2002;LK Neckar-Odenwald-Kreis;NA
2002;SK Pforzheim;NA
2002;LK Rastatt;25
2002;LK Rhein-Neckar-Kreis;9
2002;LK Böblingen;48
2002;LK Esslingen;21
2002;LK Göppingen;3
2002;LK Heidenheim;4
2002;SK Heilbronn;NA
2002;LK Heilbronn;15
2002;LK Hohenlohekreis;7
2002;LK Ludwigsburg;21
2002;LK Main-Tauber-Kreis;NA
2002;LK Ostalbkreis;NA
2002;LK Rems-Murr-Kreis;9
2002;LK Schwäbisch Hall;60
2002;SK Stuttgart;58
2002;LK Alb-Donau-Kreis;14
2002;LK Biberach;6
2002;LK Bodenseekreis;8
2002;LK Ravensburg;2
2002;LK Reutlingen;21
2002;LK Sigmaringen;6
2002;LK Tübingen;16
2002;SK Ulm;3
2002;LK Zollernalbkreis;1
2002;SK Ansbach;NA
2002;LK Ansbach;2
2002;SK Erlangen;11
2002;LK Erlangen-Höchstadt;11
2002;SK Fürth;NA
2002;LK Fürth;NA
2002;LK Neustadt a.d.Aisch-Bad Windsheim;2
2002;SK Nürnberg;51
2002;LK Nürnberger Land;2
2002;LK Roth;4
2002;SK Schwabach;1
2002;LK Weißenburg-Gunzenhausen;2
2002;LK Deggendorf;NA
2002;LK Dingolfing-Landau;NA
2002;LK Freyung-Grafenau;NA
2002;LK Kelheim;NA
2002;SK Landshut;9
2002;LK Landshut;12
2002;SK Passau;NA
2002;LK Passau;NA
2002;LK Regen;1
2002;LK Rottal-Inn;NA
2002;SK Straubing;NA
2002;LK Straubing-Bogen;2
2002;LK Altötting;NA
2002;LK Bad Tölz-Wolfratshausen;NA
2002;LK Berchtesgadener Land;NA
2002;LK Dachau;2
2002;LK Ebersberg;2
2002;LK Eichstätt;NA
2002;LK Erding;2
2002;LK Freising;NA
2002;LK Fürstenfeldbruck;1
2002;LK Garmisch-Partenkirchen;NA
2002;SK Ingolstadt;6
2002;LK Landsberg a.Lech;NA
2002;LK Miesbach;5
2002;LK Mühldorf a.Inn;4
2002;SK München;12
2002;LK München;5
2002;LK Neuburg-Schrobenhausen;NA
2002;LK Pfaffenhofen a.d.Ilm;NA
2002;SK Rosenheim;NA
2002;LK Rosenheim;2
2002;LK Starnberg;NA
2002;LK Traunstein;NA
2002;LK Weilheim-Schongau;NA
2002;SK Bamberg;8
2002;LK Bamberg;6
2002;SK Bayreuth;1
2002;LK Bayreuth;NA
2002;SK Coburg;2
2002;LK Coburg;11
2002;LK Forchheim;4
2002;SK Hof;NA
2002;LK Hof;NA
2002;LK Kronach;23
2002;LK Kulmbach;NA
2002;LK Lichtenfels;NA
2002;LK Wunsiedel i.Fichtelgebirge;NA
2002;SK Amberg;1
2002;LK Amberg-Sulzbach;12
2002;LK Cham;18
2002;LK Neumarkt i.d.OPf.;7
2002;LK Neustadt a.d.Waldnaab;49
2002;SK Regensburg;NA
2002;LK Regensburg;NA
2002;LK Schwandorf;16
2002;LK Tirschenreuth;6
2002;SK Weiden i.d.OPf.;16
2002;LK Aichach-Friedberg;NA
2002;SK Augsburg;NA
2002;LK Augsburg;NA
2002;LK Dillingen a.d.Donau;NA
2002;LK Donau-Ries;2
2002;LK Günzburg;NA
2002;SK Kaufbeuren;NA
2002;SK Kempten;NA
2002;LK Lindau;NA
2002;SK Memmingen;NA
2002;LK Neu-Ulm;NA
2002;LK Oberallgäu;NA
2002;LK Ostallgäu;NA
2002;LK Unterallgäu;NA
2002;SK Aschaffenburg;NA
2002;LK Aschaffenburg;NA
2002;LK Bad Kissingen;26
2002;LK Haßberge;1
2002;LK Kitzingen;7
2002;LK Main-Spessart;1
2002;LK Miltenberg;NA
2002;LK Rhön-Grabfeld;1
2002;SK Schweinfurt;1
2002;LK Schweinfurt;1
2002;SK Würzburg;7
2002;LK Würzburg;7
2002;SK Berlin Charlottenburg-Wilmersdorf;9
2002;SK Berlin Friedrichshain-Kreuzberg;15
2002;SK Berlin Lichtenberg;3
2002;SK Berlin Marzahn-Hellersdorf;1
2002;SK Berlin Mitte;18
2002;SK Berlin Neukölln;7
2002;SK Berlin Pankow;35
2002;SK Berlin Reinickendorf;14
2002;SK Berlin Spandau;14
2002;SK Berlin Steglitz-Zehlendorf;33
2002;SK Berlin Tempelhof-Schöneberg;5
2002;SK Berlin Treptow-Köpenick;2
2002;LK Barnim;1
2002;SK Brandenburg a.d.Havel;NA
2002;SK Cottbus;4
2002;LK Dahme-Spreewald;NA
2002;LK Elbe-Elster;7
2002;SK Frankfurt (Oder);2
2002;LK Havelland;2
2002;LK Märkisch-Oderland;1
2002;LK Oberhavel;3
2002;LK Oberspreewald-Lausitz;8
2002;LK Oder-Spree;1
2002;LK Ostprignitz-Ruppin;NA
2002;SK Potsdam;6
2002;LK Potsdam-Mittelmark;5
2002;LK Prignitz;3
2002;LK Spree-Neiße;10
2002;LK Teltow-Fläming;6
2002;LK Uckermark;4
2002;SK Bremen;5
2002;SK Bremerhaven;NA
2002;SK Hamburg;8
2002;LK Bergstraße;3
2002;SK Darmstadt;NA
2002;LK Darmstadt-Dieburg;10
2002;SK Frankfurt am Main;28
2002;LK Groß-Gerau;6
2002;LK Hochtaunuskreis;4
2002;LK Main-Kinzig-Kreis;1
2002;LK Main-Taunus-Kreis;3
2002;LK Odenwaldkreis;3
2002;SK Offenbach;1
2002;LK Offenbach;1
2002;LK Rheingau-Taunus-Kreis;1
2002;LK Wetteraukreis;2
2002;SK Wiesbaden;1
2002;LK Gießen;3
2002;LK Lahn-Dill-Kreis;18
2002;LK Limburg-Weilburg;14
2002;LK Marburg-Biedenkopf;2
2002;LK Vogelsbergkreis;1
2002;LK Fulda;NA
2002;LK Hersfeld-Rotenburg;1
2002;SK Kassel;9
2002;LK Kassel;1
2002;LK Schwalm-Eder-Kreis;NA
2002;LK Waldeck-Frankenberg;2
2002;LK Werra-Meißner-Kreis;2
2002;LK Ludwigslust-Parchim;10
2002;LK Mecklenburgische Seenplatte;3
2002;LK Nordwestmecklenburg;2
2002;SK Rostock;NA
2002;LK Rostock;7
2002;SK Schwerin;NA
2002;LK Vorpommern-Greifswald;9
2002;LK Vorpommern-Rügen;17
2002;SK Braunschweig;NA
2002;LK Gifhorn;5
2002;LK Goslar;NA
2002;LK Göttingen;4
2002;LK Helmstedt;NA
2002;LK Northeim;NA
2002;LK Peine;NA
2002;SK Salzgitter;NA
2002;LK Wolfenbüttel;2
2002;SK Wolfsburg;NA
2002;LK Diepholz;1
2002;LK Hameln-Pyrmont;1
2002;Region Hannover;102
2002;LK Hildesheim;8
2002;LK Holzminden;1
2002;LK Nienburg (Weser);9
2002;LK Schaumburg;3
2002;LK Celle;NA
2002;LK Cuxhaven;1
2002;LK Harburg;12
2002;LK Heidekreis;NA
2002;LK Lüchow-Dannenberg;1
2002;LK Lüneburg;NA
2002;LK Osterholz;1
2002;LK Rotenburg (Wümme);7
2002;LK Stade;19
2002;LK Uelzen;NA
2002;LK Verden;5
2002;LK Ammerland;NA
2002;LK Aurich;12
2002;LK Cloppenburg;NA
2002;SK Delmenhorst;NA
2002;SK Emden;NA
2002;LK Emsland;5
2002;LK Friesland;NA
2002;LK Grafschaft Bentheim;NA
2002;LK Leer;NA
2002;SK Oldenburg;NA
2002;LK Oldenburg;NA
2002;SK Osnabrück;7
2002;LK Osnabrück;13
2002;LK Vechta;4
2002;LK Wesermarsch;8
2002;SK Wilhelmshaven;NA
2002;LK Wittmund;NA
2002;SK Bochum;1
2002;SK Dortmund;7
2002;LK Ennepe-Ruhr-Kreis;1
2002;SK Hagen;1
2002;SK Hamm;NA
2002;SK Herne;16
2002;LK Hochsauerlandkreis;3
2002;LK Märkischer Kreis;1
2002;LK Olpe;NA
2002;LK Siegen-Wittgenstein;48
2002;LK Soest;NA
2002;LK Unna;1
2002;SK Bielefeld;NA
2002;LK Gütersloh;NA
2002;LK Herford;1
2002;LK Höxter;2
2002;LK Lippe;NA
2002;LK Minden-Lübbecke;38
2002;LK Paderborn;6
2002;SK Duisburg;4
2002;SK Düsseldorf;5
2002;SK Essen;NA
2002;LK Kleve;NA
2002;SK Krefeld;NA
2002;LK Mettmann;1
2002;SK Mönchengladbach;10
2002;SK Mülheim a.d.Ruhr;1
2002;SK Oberhausen;NA
2002;SK Remscheid;3
2002;LK Rhein-Kreis Neuss;NA
2002;SK Solingen;NA
2002;LK Viersen;1
2002;LK Wesel;2
2002;SK Wuppertal;35
2002;StädteRegion Aachen;2
2002;SK Bonn;1
2002;LK Düren;1
2002;LK Euskirchen;NA
2002;LK Heinsberg;NA
2002;SK Köln;1
2002;SK Leverkusen;1
2002;LK Oberbergischer Kreis;NA
2002;LK Rhein-Erft-Kreis;17
2002;LK Rheinisch-Bergischer Kreis;NA
2002;LK Rhein-Sieg-Kreis;NA
2002;LK Borken;2
2002;SK Bottrop;NA
2002;LK Coesfeld;NA
2002;SK Gelsenkirchen;1
2002;SK Münster;NA
2002;LK Recklinghausen;1
2002;LK Steinfurt;1
2002;LK Warendorf;NA
2002;LK Ahrweiler;NA
2002;LK Altenkirchen;19
2002;LK Bad Kreuznach;8
2002;LK Birkenfeld;NA
2002;LK Cochem-Zell;NA
2002;SK Koblenz;NA
2002;LK Mayen-Koblenz;NA
2002;LK Neuwied;NA
2002;LK Rhein-Hunsrück-Kreis;3
2002;LK Rhein-Lahn-Kreis;NA
2002;LK Westerwaldkreis;9
2002;LK Alzey-Worms;18
2002;LK Bad Dürkheim;11
2002;LK Donnersbergkreis;2
2002;SK Frankenthal;25
2002;LK Germersheim;NA
2002;SK Kaiserslautern;NA
2002;LK Kaiserslautern;NA
2002;LK Kusel;NA
2002;SK Landau i.d.Pfalz;NA
2002;SK Ludwigshafen;9
2002;SK Mainz;21
2002;LK Mainz-Bingen;9
2002;SK Neustadt a.d.Weinstraße;NA
2002;SK Pirmasens;NA
2002;LK Rhein-Pfalz-Kreis;19
2002;SK Speyer;NA
2002;LK Südliche Weinstraße;NA
2002;LK Südwestpfalz;2
2002;SK Worms;39
2002;SK Zweibrücken;NA
2002;LK Bernkastel-Wittlich;NA
2002;LK Bitburg-Prüm;NA
2002;SK Trier;16
2002;LK Trier-Saarburg;8
2002;LK Vulkaneifel;NA
2002;LK Merzig-Wadern;NA
2002;LK Neunkirchen;NA
2002;LK Saarlouis;NA
2002;LK Saarpfalz-Kreis;NA
2002;LK Sankt Wendel;NA
2002;LK Stadtverband Saarbrücken;11
2002;SK Chemnitz;213
2002;LK Erzgebirgskreis;68
2002;LK Mittelsachsen;27
2002;LK Vogtlandkreis;10
2002;LK Zwickau;8
2002;LK Bautzen;22
2002;SK Dresden;35
2002;LK Görlitz;43
2002;LK Meißen;12
2002;LK Sächsische Schweiz-Osterzgebirge;22
2002;SK Leipzig;28
2002;LK Leipzig;16
2002;LK Nordsachsen;5
2002;LK Altmarkkreis Salzwedel;NA
2002;LK Anhalt-Bitterfeld;NA
2002;LK Börde;29
2002;LK Burgenlandkreis;16
2002;SK Dessau-Roßlau;NA
2002;SK Halle;3
2002;LK Harz;54
2002;LK Jerichower Land;11
2002;SK Magdeburg;23
2002;LK Mansfeld-Südharz;19
2002;LK Saalekreis;22
2002;LK Salzlandkreis;NA
2002;LK Stendal;1
2002;LK Wittenberg;6
2002;LK Dithmarschen;1
2002;SK Flensburg;3
2002;LK Herzogtum Lauenburg;6
2002;SK Kiel;13
2002;SK Lübeck;NA
2002;SK Neumünster;NA
2002;LK Nordfriesland;2
2002;LK Ostholstein;6
2002;LK Pinneberg;NA
2002;LK Plön;7
2002;LK Rendsburg-Eckernförde;14
2002;LK Schleswig-Flensburg;1
2002;LK Segeberg;NA
2002;LK Steinburg;4
2002;LK Stormarn;NA
2002;LK Altenburger Land;NA
2002;LK Eichsfeld;1
2002;SK Eisenach;NA
2002;SK Erfurt;4
2002;SK Gera;6
2002;LK Gotha;2
2002;LK Greiz;NA
2002;LK Hildburghausen;1
2002;LK Ilm-Kreis;NA
2002;SK Jena;20
2002;LK Kyffhäuserkreis;3
2002;LK Nordhausen;2
2002;LK Saale-Holzland-Kreis;3
2002;LK Saale-Orla-Kreis;3
2002;LK Saalfeld-Rudolstadt;7
2002;LK Schmalkalden-Meiningen;4
2002;LK Sömmerda;16
2002;LK Sonneberg;NA
2002;SK Suhl;1
2002;LK Unstrut-Hainich-Kreis;26
2002;LK Wartburgkreis;5
2002;SK Weimar;4
2002;LK Weimarer Land;1
2003;LK Breisgau-Hochschwarzwald;39
2003;LK Emmendingen;17
2003;SK Freiburg i.Breisgau;48
2003;LK Konstanz;3
2003;LK Lörrach;5
2003;LK Ortenaukreis;9
2003;LK Rottweil;5
2003;LK Schwarzwald-Baar-Kreis;2
2003;LK Tuttlingen;55
2003;LK Waldshut;11
2003;SK Baden-Baden;NA
2003;LK Calw;8
2003;LK Enzkreis;1
2003;LK Freudenstadt;1
2003;SK Heidelberg;4
2003;SK Karlsruhe;28
2003;LK Karlsruhe;1
2003;SK Mannheim;2
2003;LK Neckar-Odenwald-Kreis;NA
2003;SK Pforzheim;NA
2003;LK Rastatt;42
2003;LK Rhein-Neckar-Kreis;32
2003;LK Böblingen;96
2003;LK Esslingen;93
2003;LK Göppingen;8
2003;LK Heidenheim;1
2003;SK Heilbronn;1
2003;LK Heilbronn;56
2003;LK Hohenlohekreis;5
2003;LK Ludwigsburg;45
2003;LK Main-Tauber-Kreis;1
2003;LK Ostalbkreis;6
2003;LK Rems-Murr-Kreis;32
2003;LK Schwäbisch Hall;1
2003;SK Stuttgart;184
2003;LK Alb-Donau-Kreis;37
2003;LK Biberach;9
2003;LK Bodenseekreis;20
2003;LK Ravensburg;7
2003;LK Reutlingen;14
2003;LK Sigmaringen;2
2003;LK Tübingen;14
2003;SK Ulm;15
2003;LK Zollernalbkreis;1
2003;SK Ansbach;NA
2003;LK Ansbach;9
2003;SK Erlangen;12
2003;LK Erlangen-Höchstadt;4
2003;SK Fürth;5
2003;LK Fürth;5
2003;LK Neustadt a.d.Aisch-Bad Windsheim;47
2003;SK Nürnberg;61
2003;LK Nürnberger Land;5
2003;LK Roth;1
2003;SK Schwabach;3
2003;LK Weißenburg-Gunzenhausen;NA
2003;LK Deggendorf;NA
2003;LK Dingolfing-Landau;NA
2003;LK Freyung-Grafenau;NA
